simulation,depletion_year
603,2058
604,2059
605,2051
606,2066
607,2052
608,2054
609,2060
610,2052
611,2053
612,2052
613,2053
614,2053
615,2054
616,2053
617,2053
618,2058
619,2054
620,2054
621,2058
622,2054
623,2049
624,2051
625,2055
626,2052
627,2054
628,2050
629,2057
630,2057
631,2056
632,2062
633,2053
634,2059
635,2057
636,2054
637,2052
638,2060
639,2053
640,2052
641,2053
642,2058
643,2056
644,2055
645,2062
646,2049
647,2053
648,2055
649,2053
650,2056
651,2051
652,2062
653,2062
654,2058
655,2051
656,2053
657,2054
658,2053
659,2059
660,2053
661,2051
662,2052
663,2054
664,2051
665,2055
666,2050
667,2052
668,2056
669,2056
670,2057
671,2051
672,2057
673,2060
674,2054
675,2049
676,2050
677,2055
678,2056
679,2056
680,2053
681,2056
682,2049
683,2051
684,2051
685,2056
686,2055
687,2057
688,2059
689,2057
690,2054
691,2055
692,2053
693,2059
694,2053
695,2050
696,2056
697,2062
698,2057
699,2054
700,2056
701,2056
702,2053
703,2055
704,2054
705,2054
706,2055
707,2058
708,2054
709,2058
710,2057
711,2054
712,2054
713,2051
714,2056
715,2050
716,2054
717,2051
718,2053
719,2052
720,2054
721,2054
722,2051
723,2053
724,2053
725,2053
726,2056
727,2055
728,2054
729,2052
730,2056
731,2057
732,2055
733,2052
734,2057
735,2057
736,2061
737,2059
738,2051
739,2055
740,2058
741,2053
742,2053
743,2050
744,2053
745,2058
746,2055
747,2056
748,2050
749,2049
750,2049
751,2051
752,2055
753,2060
754,2053
755,2070
756,2052
757,2051
758,2053
759,2053
760,2053
761,2054
762,2054
763,2051
764,2060
765,2055
766,2051
767,2054
768,2055
769,2062
770,2055
771,2054
772,2057
773,2056
774,2053
775,2051
776,2060
777,2057
778,2064
779,2058
780,2054
781,2052
782,2056
783,2054
784,2056
785,2054
786,2054
787,2055
788,2051
789,2054
790,2058
791,2057
792,2054
793,2055
794,2052
795,2053
796,2056
797,2053
798,2054
799,2057
800,2061
801,2050
802,2052
803,2056
804,2054
805,2053
806,2051
807,2053
808,2051
809,2051
810,2049
811,2051
812,2053
813,2053
814,2057
815,2053
816,2053
817,2054
818,2060
819,2061
820,2054
821,2057
822,2058
823,2057
824,2054
825,2057
826,2065
827,2054
828,2055
829,2051
830,2051
831,2053
832,2054
833,2062
834,2053
835,2052
836,2056
837,2056
838,2052
839,2058
840,2050
841,2054
842,2051
843,2060
844,2061
845,2053
846,2057
847,2053
848,2053
849,2057
850,2049
851,2057
852,2056
853,2054
854,2055
855,2051
856,2053
857,2054
858,2056
859,2052
860,2052
861,2051
862,2055
863,2058
864,2058
865,2065
866,2052
867,2054
868,2056
869,2053
870,2050
871,2055
872,2053
873,2053
874,2049
875,2053
876,2052
877,2050
878,2050
879,2058
880,2052
881,2052
882,2052
883,2050
884,2054
885,2051
886,2052
887,2051
888,2051
889,2052
890,2058
891,2058
892,2055
893,2050
894,2054
895,2052
896,2053
897,2059
898,2053
899,2057
900,2058
901,2055
902,2056
903,2063
904,2055
905,2053
906,2053
907,2057
908,2050
909,2050
910,2053
911,2056
912,2054
913,2055
914,2052
915,2053
916,2060
917,2058
918,2054
919,2056
920,2053
921,2057
922,2053
923,2050
924,2053
925,2057
926,2056
927,2055
928,2053
929,2057
930,2053
931,2054
932,2058
933,2053
934,2052
935,2056
936,2051
937,2057
938,2058
939,2050
940,2055
941,2059
942,2057
943,2058
944,2056
945,2052
946,2056
947,2048
948,2054
949,2059
950,2052
951,2054
952,2056
953,2052
954,2053
955,2053
956,2052
957,2051
958,2052
959,2056
960,2055
961,2055
962,2051
963,2052
964,2052
965,2055
966,2053
967,2057
968,2057
969,2052
970,2054
971,2055
972,2054
973,2055
974,2056
975,2051
976,2050
977,2058
978,2054
979,2050
980,2050
981,2051
982,2055
983,2055
984,2057
985,2056
986,2057
987,2058
988,2054
989,2055
990,2055
991,2054
992,2057
993,2054
994,2053
995,2057
996,2056
997,2054
998,2061
999,2053
