simulation,depletion_year
200,2054
201,2054
202,2058
203,2057
204,2055
205,2055
206,2055
207,2062
208,2056
209,2058
210,2054
211,2054
212,2053
213,2057
214,2059
215,2052
216,2057
217,2058
218,2052
219,2053
220,2055
221,2053
222,2054
223,2055
224,2058
225,2060
226,2053
227,2053
228,2054
229,2051
230,2057
231,2054
232,2058
233,2052
234,2054
235,2053
236,2053
237,2050
238,2053
239,2053
240,2059
241,2055
242,2050
243,2055
244,2059
245,2056
246,2054
247,2051
248,2052
249,2055
250,2058
251,2055
252,2050
253,2054
254,2051
255,2052
256,2053
257,2050
258,2053
259,2052
260,2052
261,2052
262,2054
263,2053
264,2055
265,2053
266,2051
267,2052
268,2051
269,2053
270,2053
271,2054
272,2051
273,2057
274,2053
275,2052
276,2056
277,2064
278,2051
279,2060
280,2056
281,2050
282,2059
283,2052
284,2054
285,2052
286,2055
287,2061
288,2051
289,2052
290,2058
291,2058
292,2063
293,2054
294,2051
295,2051
296,2051
297,2058
298,2055
299,2053
300,2051
301,2064
302,2054
303,2056
304,2049
305,2056
306,2054
307,2058
308,2055
309,2050
310,2059
311,2058
312,2051
313,2051
314,2055
315,2052
316,2053
317,2056
318,2059
319,2054
320,2056
321,2059
322,2050
323,2055
324,2061
325,2053
326,2058
327,2056
328,2055
329,2052
330,2056
331,2059
332,2049
333,2055
334,2053
335,2052
336,2055
337,2050
338,2055
339,2056
340,2050
341,2052
342,2060
343,2053
344,2055
345,2059
346,2054
347,2054
348,2052
349,2053
350,2052
351,2056
352,2056
353,2055
354,2052
355,2051
356,2054
357,2053
358,2054
359,2051
360,2050
361,2057
362,2054
363,2052
364,2055
365,2050
366,2055
367,2053
368,2053
369,2061
370,2057
371,2054
372,2056
373,2053
374,2051
375,2054
376,2054
377,2056
378,2053
379,2057
380,2050
381,2056
382,2058
383,2054
384,2049
385,2056
386,2052
387,2051
388,2056
389,2050
390,2053
391,2055
392,2055
393,2054
394,2056
395,2053
396,2058
397,2058
398,2051
399,2055
400,2057
401,2058
402,2050
403,2058
404,2054
405,2057
406,2052
407,2053
408,2053
409,2048
410,2053
411,2053
412,2050
413,2053
414,2051
415,2056
416,2054
417,2052
418,2053
419,2051
420,2055
421,2055
422,2056
423,2057
424,2056
425,2050
426,2057
427,2053
428,2057
429,2052
430,2063
431,2062
432,2054
433,2054
434,2053
435,2053
436,2056
437,2053
438,2054
439,2052
440,2051
441,2054
442,2053
443,2053
444,2052
445,2053
446,2054
447,2056
448,2054
449,2058
450,2054
451,2051
452,2053
453,2049
454,2051
455,2051
456,2053
457,2051
458,2050
459,2056
460,2051
461,2058
462,2055
463,2052
464,2055
465,2054
466,2054
467,2052
468,2054
469,2055
470,2053
471,2059
472,2056
473,2053
474,2049
475,2056
476,2052
477,2052
478,2052
479,2053
480,2055
481,2054
482,2059
483,2053
484,2052
485,2050
486,2056
487,2055
488,2055
489,2055
490,2056
491,2058
492,2052
493,2050
494,2050
495,2057
496,2054
497,2054
498,2052
499,2054
500,2056
501,2059
502,2059
503,2058
504,2052
505,2054
506,2053
507,2054
508,2055
509,2055
510,2054
511,2052
512,2056
513,2055
514,2053
515,2052
516,2055
517,2054
518,2055
519,2054
520,2052
521,2055
522,2051
523,2054
524,2054
525,2057
526,2053
527,2051
528,2051
529,2054
530,2055
531,2061
532,2053
533,2056
534,2052
535,2054
536,2054
537,2053
538,2051
539,2053
540,2054
541,2059
542,2052
543,2051
544,2054
545,2053
546,2055
547,2058
548,2055
549,2055
550,2053
551,2055
552,2052
553,2058
554,2053
555,2056
556,2053
557,2055
558,2056
559,2052
560,2056
561,2056
562,2059
563,2047
564,2057
565,2058
566,2052
567,2058
568,2058
569,2058
570,2051
571,2056
572,2052
573,2056
574,2057
575,2054
576,2058
577,2052
578,2054
579,2059
580,2056
581,2056
582,2055
583,2052
584,2054
585,2057
586,2060
587,2054
588,2050
589,2052
590,2051
591,2053
592,2063
593,2055
594,2062
595,2054
596,2060
597,2057
598,2052
599,2052
600,2054
601,2053
602,2060
603,2063
604,2053
605,2067
606,2052
607,2050
608,2052
609,2054
610,2057
611,2054
612,2056
613,2051
614,2054
615,2054
616,2053
617,2053
618,2054
619,2056
620,2053
621,2053
622,2055
623,2053
624,2054
625,2052
626,2053
627,2053
628,2051
629,2052
630,2051
631,2053
632,2055
633,2051
634,2057
635,2051
636,2053
637,2050
638,2055
639,2053
640,2057
641,2054
642,2054
643,2055
644,2058
645,2052
646,2052
647,2055
648,2053
649,2057
650,2050
651,2061
652,2056
653,2058
654,2050
655,2054
656,2054
657,2054
658,2054
659,2050
660,2054
661,2056
662,2050
663,2052
664,2058
665,2053
666,2050
667,2048
668,2050
669,2052
670,2055
671,2057
672,2053
673,2055
674,2049
675,2053
676,2054
677,2052
678,2054
679,2049
680,2052
681,2053
682,2055
683,2055
684,2054
685,2056
686,2058
687,2058
688,2053
689,2058
690,2058
691,2056
692,2054
693,2058
694,2056
695,2054
696,2058
697,2054
698,2053
699,2053
700,2056
701,2060
702,2056
703,2053
704,2055
705,2057
706,2052
707,2059
708,2051
709,2060
710,2056
711,2059
712,2053
713,2053
714,2061
715,2052
716,2049
717,2054
718,2058
719,2052
720,2052
721,2054
722,2055
723,2055
724,2050
725,2057
726,2054
727,2051
728,2055
729,2053
730,2054
731,2056
732,2053
733,2051
734,2057
735,2050
736,2054
737,2051
738,2059
739,2053
740,2050
741,2057
742,2052
743,2055
744,2056
745,2056
746,2052
747,2053
748,2056
749,2051
750,2056
751,2058
752,2054
753,2058
754,2053
755,2053
756,2054
757,2057
758,2057
759,2053
760,2057
761,2050
762,2057
763,2050
764,2068
765,2052
766,2060
767,2054
768,2053
769,2057
770,2054
771,2053
772,2058
773,2057
774,2053
775,2058
776,2051
777,2059
778,2055
779,2051
780,2057
781,2053
782,2055
783,2052
784,2056
785,2053
786,2054
787,2058
788,2053
789,2054
790,2056
791,2051
792,2055
793,2057
794,2052
795,2052
796,2057
797,2049
798,2054
799,2052
800,2058
801,2053
802,2057
803,2058
804,2055
805,2055
806,2050
807,2053
808,2055
809,2052
810,2051
811,2057
812,2054
813,2050
814,2056
815,2060
816,2054
817,2057
818,2053
819,2057
820,2059
821,2054
822,2060
823,2052
824,2052
825,2060
826,2051
827,2055
828,2053
829,2058
830,2052
831,2052
832,2054
833,2054
834,2060
835,2050
836,2052
837,2056
838,2056
839,2055
840,2056
841,2056
842,2053
843,2054
844,2051
845,2054
846,2059
847,2055
848,2051
849,2055
850,2054
851,2052
852,2054
853,2062
854,2052
855,2055
856,2056
857,2057
858,2050
859,2057
860,2050
861,2053
862,2052
863,2052
864,2055
865,2049
866,2053
867,2057
868,2054
869,2055
870,2055
871,2056
872,2055
873,2053
874,2049
875,2058
876,2053
877,2053
878,2056
879,2050
880,2054
881,2052
882,2052
883,2053
884,2052
885,2059
886,2055
887,2056
888,2055
889,2053
890,2053
891,2055
892,2054
893,2055
894,2056
895,2053
896,2050
897,2054
898,2053
899,2052
900,2053
901,2054
902,2054
903,2055
904,2052
905,2057
906,2053
907,2059
908,2052
909,2061
910,2052
911,2058
912,2049
913,2060
914,2054
915,2059
916,2054
917,2051
918,2058
919,2051
920,2052
921,2065
922,2055
923,2055
924,2054
925,2051
926,2057
927,2051
928,2056
929,2051
930,2059
931,2055
932,2052
933,2052
934,2055
935,2054
936,2051
937,2062
938,2062
939,2049
940,2055
941,2055
942,2056
943,2055
944,2056
945,2055
946,2050
947,2055
948,2055
949,2055
950,2054
951,2057
952,2055
953,2054
954,2053
955,2060
956,2054
957,2054
958,2057
959,2060
960,2053
961,2052
962,2058
963,2052
964,2056
965,2053
966,2057
967,2052
968,2053
969,2054
970,2052
971,2055
972,2061
973,2057
974,2055
975,2055
976,2052
977,2061
978,2053
979,2053
980,2052
981,2060
982,2056
983,2058
984,2051
985,2056
986,2054
987,2052
988,2055
989,2054
990,2054
991,2056
992,2061
993,2058
994,2054
995,2050
996,2049
997,2051
998,2054
999,2050
