year,nominal_revenue,real_revenue,nominal_expenditure,real_expenditure,nominal_balance,real_balance,nominal_reserve_fund,real_reserve_fund,fund_ratio,nominal_gdp,real_gdp
2066,12033400872.503448,5021070250.859818,41752329319.05407,17421623435.402966,-29718928446.55062,-12400553184.543148,0.0,0.0,0.0,7949725434274463.0,3317111289107660.5
2067,12131898946.072908,4962911437.984845,42149677005.55905,17242569778.078228,-30017778059.48615,-12279658340.093384,0.0,0.0,0.0,8129802614811648.0,3325735778459340.0
2068,12233168681.76682,4906214522.735862,42542483692.15837,17062018578.621893,-30309315010.391556,-12155804055.886032,0.0,0.0,0.0,8312300423908941.0,3333717544327642.5
2069,12335086044.050743,4850087580.9045105,42930393416.09974,16879993151.82674,-30595307372.049,-12029905570.92223,0.0,0.0,0.0,8497199234538371.0,3341051722925163.0
2070,12437663442.639585,4794529849.466388,43315043039.46834,16697289466.097525,-30877379596.828754,-11902759616.631138,0.0,0.0,0.0,8684477505667597.0,3347733826371013.5
2071,12557280641.961637,4745725939.419271,43342943177.02606,16380435827.693314,-30785662535.064423,-11634709888.274042,0.0,0.0,0.0,8875883389892511.0,3354429294023755.5
2072,12679258290.534782,4697867151.27738,43335773044.521866,16056594163.165693,-30656514753.987083,-11358727011.888313,0.0,0.0,0.0,9071507859805742.0,3361138152611803.0
2073,12803680281.686087,4650948510.575104,43293284344.74947,15726324924.649014,-30489604063.063385,-11075376414.07391,0.0,0.0,0.0,9271443893035860.0,3367860428917026.5
2074,12925724891.22675,4603216986.295911,43250000460.66987,15402550994.48944,-30324275569.44312,-10799334008.193531,0.0,0.0,0.0,9475786516438372.0,3374596149774860.5
2075,13052799085.919666,4557325204.58556,43220014586.27031,15090070759.538347,-30167215500.350643,-10532745554.952787,0.0,0.0,0.0,9684632851260672.0,3381345342074410.0
2076,13185008773.675499,4513221189.631971,43204865321.46325,14789001434.214937,-30019856547.787754,-10275780244.582966,0.0,0.0,0.0,9898082159302458.0,3388108032758559.0
2077,13322503712.64993,4470868265.662552,43201273570.219574,14497815666.427979,-29878769857.56965,-10026947400.765427,0.0,0.0,0.0,1.0116235890093484e+16,3394884248824076.0
2078,13465434500.141464,4430229488.900256,43206105142.57514,14215134394.746078,-29740670642.433674,-9784904905.845821,0.0,0.0,0.0,1.0339197729111144e+16,3401674017321724.0
2079,13613759922.305662,4391205560.06358,43216138337.15321,13939642540.6071,-29602378414.847553,-9548436980.54352,0.0,0.0,0.0,1.0567073647060754e+16,3408477365356367.5
2080,13767630381.556711,4353762218.996824,43228472978.48221,13670216821.826122,-29460842596.925495,-9316454602.829298,0.0,0.0,0.0,1.0799971950241974e+16,3415294320087080.0
2081,13926735609.797007,4317721909.837517,43239152556.50601,13405484356.62836,-29312416946.70901,-9087762446.790844,0.0,0.0,0.0,1.1038003332025306e+16,3422124908727254.0
2082,14091240310.796078,4283062247.151516,43245466704.23794,13144550920.720572,-29154226393.441864,-8861488673.569056,0.0,0.0,0.0,1.1281280925463144e+16,3428969158544708.5
