simulation,depletion_year
200,2049
201,2055
202,2066
203,2051
204,2054
205,2050
206,2053
207,2049
208,2050
209,2056
210,2055
211,2052
212,2059
213,2058
214,2054
215,2062
216,2060
217,2055
218,2052
219,2055
220,2053
221,2058
222,2056
223,2056
224,2053
225,2054
226,2051
227,2055
228,2057
229,2060
230,2055
231,2050
232,2054
233,2051
234,2052
235,2055
236,2061
237,2051
238,2053
239,2054
240,2052
241,2054
242,2056
243,2053
244,2054
245,2054
246,2052
247,2057
248,2055
249,2049
250,2056
251,2055
252,2054
253,2051
254,2059
255,2057
256,2053
257,2057
258,2054
259,2047
260,2057
261,2053
262,2060
263,2054
264,2053
265,2059
266,2054
267,2053
268,2052
269,2064
270,2052
271,2056
272,2055
273,2064
274,2051
275,2049
276,2057
277,2054
278,2059
279,2057
280,2055
281,2055
282,2054
283,2053
284,2053
285,2052
286,2062
287,2054
288,2052
289,2046
290,2053
291,2058
292,2053
293,2055
294,2053
295,2049
296,2058
297,2061
298,2050
299,2061
300,2054
301,2051
302,2052
303,2056
304,2059
305,2056
306,2050
307,2057
308,2057
309,2053
310,2052
311,2053
312,2059
313,2057
314,2053
315,2052
316,2054
317,2057
318,2068
319,2055
320,2052
321,2057
322,2050
323,2061
324,2053
325,2055
326,2054
327,2052
328,2054
329,2055
330,2057
331,2054
332,2055
333,2051
334,2055
335,2053
336,2057
337,2054
338,2056
339,2054
340,2057
341,2057
342,2054
343,2052
344,2050
345,2053
346,2050
347,2053
348,2055
349,2051
350,2057
351,2055
352,2057
353,2060
354,2052
355,2053
356,2050
357,2051
358,2057
359,2053
360,2053
361,2060
362,2053
363,2054
364,2057
365,2055
366,2053
367,2063
368,2051
369,2051
370,2055
371,2051
372,2054
373,2049
374,2059
375,2052
376,2056
377,2054
378,2052
379,2056
380,2050
381,2056
382,2049
383,2059
384,2058
385,2051
386,2059
387,2052
388,2055
389,2058
390,2056
391,2060
392,2054
393,2054
394,2057
395,2058
396,2054
397,2056
398,2061
399,2050
400,2055
401,2056
402,2052
403,2051
404,2052
405,2053
406,2052
407,2050
408,2051
409,2064
410,2053
411,2071
412,2055
413,2050
414,2053
415,2053
416,2051
417,2050
418,2050
419,2055
420,2052
421,2057
422,2053
423,2056
424,2053
425,2049
426,2057
427,2058
428,2054
429,2060
430,2059
431,2052
432,2052
433,2055
434,2054
435,2052
436,2055
437,2050
438,2052
439,2057
440,2055
441,2053
442,2051
443,2055
444,2055
445,2051
446,2053
447,2053
448,2050
449,2056
450,2058
451,2055
452,2059
453,2052
454,2062
455,2058
456,2052
457,2063
458,2058
459,2069
460,2055
461,2057
462,2051
463,2053
464,2056
465,2057
466,2050
467,2052
468,2058
469,2053
470,2055
471,2059
472,2055
473,2057
474,2051
475,2055
476,2056
477,2061
478,2053
479,2061
480,2052
481,2057
482,2058
483,2055
484,2060
485,2052
486,2052
487,2056
488,2054
489,2058
490,2052
491,2050
492,2053
493,2055
494,2056
495,2051
496,2059
497,2050
498,2060
499,2057
500,2051
501,2053
502,2052
503,2057
504,2053
505,2060
506,2052
507,2060
508,2051
509,2049
510,2071
511,2055
512,2053
513,2053
514,2059
515,2050
516,2059
517,2064
518,2058
519,2055
520,2053
521,2054
522,2054
523,2048
524,2049
525,2057
526,2057
527,2058
528,2055
529,2054
530,2060
531,2056
532,2053
533,2055
534,2060
535,2055
536,2051
537,2052
538,2055
539,2057
540,2055
541,2052
542,2052
543,2053
544,2056
545,2063
546,2055
547,2054
548,2053
549,2053
550,2061
551,2056
552,2053
553,2061
554,2052
555,2050
556,2055
557,2054
558,2050
559,2057
560,2056
561,2050
562,2054
563,2052
564,2053
565,2058
566,2055
567,2053
568,2052
569,2052
570,2058
571,2051
572,2057
573,2057
574,2050
575,2054
576,2049
577,2064
578,2053
579,2058
580,2052
581,2055
582,2057
583,2056
584,2056
585,2062
586,2054
587,2054
588,2059
589,2056
590,2053
591,2053
592,2066
593,2052
594,2056
595,2060
596,2054
597,2052
598,2055
599,2055
600,2055
601,2050
602,2055
603,2052
604,2052
605,2066
606,2057
607,2052
608,2053
609,2055
610,2053
611,2058
612,2051
613,2054
614,2050
615,2053
616,2051
617,2051
618,2050
619,2054
620,2052
621,2048
622,2054
623,2059
624,2048
625,2050
626,2054
627,2061
628,2055
629,2060
630,2053
631,2048
632,2054
633,2054
634,2053
635,2051
636,2054
637,2052
638,2060
639,2049
640,2056
641,2050
642,2054
643,2053
644,2054
645,2051
646,2051
647,2061
648,2061
649,2054
650,2057
651,2060
652,2050
653,2054
654,2066
655,2056
656,2055
657,2054
658,2059
659,2051
660,2054
661,2055
662,2054
663,2056
664,2061
665,2050
666,2056
667,2053
668,2054
669,2057
670,2055
671,2060
672,2053
673,2055
674,2059
675,2066
676,2053
677,2049
678,2056
679,2057
680,2063
681,2055
682,2052
683,2050
684,2055
685,2067
686,2053
687,2048
688,2049
689,2051
690,2061
691,2051
692,2059
693,2052
694,2052
695,2053
696,2056
697,2063
698,2049
699,2056
700,2052
701,2057
702,2059
703,2053
704,2052
705,2049
706,2063
707,2053
708,2059
709,2055
710,2058
711,2051
712,2053
713,2056
714,2047
715,2055
716,2055
717,2064
718,2051
719,2053
720,2061
721,2052
722,2050
723,2056
724,2051
725,2053
726,2056
727,2056
728,2051
729,2049
730,2050
731,2058
732,2053
733,2055
734,2051
735,2059
736,2052
737,2050
738,2054
739,2056
740,2057
741,2053
742,2052
743,2054
744,2056
745,2061
746,2054
747,2048
748,2053
749,2055
750,2051
751,2050
752,2049
753,2053
754,2052
755,2056
756,2051
757,2055
758,2051
759,2052
760,2058
761,2052
762,2056
763,2053
764,2053
765,2058
766,2058
767,2054
768,2059
769,2053
770,2056
771,2052
772,2061
773,2059
774,2058
775,2057
776,2047
777,2056
778,2050
779,2055
780,2055
781,2051
782,2050
783,2052
784,2072
785,2057
786,2058
787,2052
788,2050
789,2056
790,2052
791,2058
792,2052
793,2057
794,2055
795,2055
796,2050
797,2051
798,2059
799,2058
800,2053
801,2054
802,2059
803,2059
804,2058
805,2059
806,2051
807,2056
808,2054
809,2054
810,2056
811,2058
812,2055
813,2050
814,2052
815,2054
816,2058
817,2056
818,2056
819,2054
820,2054
821,2063
822,2052
823,2053
824,2055
825,2052
826,2054
827,2055
828,2050
829,2061
830,2059
831,2053
832,2050
833,2058
834,2050
835,2051
836,2059
837,2055
838,2049
839,2058
840,2054
841,2055
842,2053
843,2048
844,2053
845,2061
846,2061
847,2052
848,2051
849,2053
850,2055
851,2054
852,2055
853,2059
854,2054
855,2052
856,2056
857,2052
858,2057
859,2060
860,2053
861,2052
862,2054
863,2050
864,2051
865,2050
866,2064
867,2057
868,2054
869,2057
870,2053
871,2056
872,2054
873,2057
874,2052
875,2053
876,2068
877,2053
878,2056
879,2052
880,2055
881,2056
882,2057
883,2056
884,2056
885,2050
886,2052
887,2052
888,2059
889,2054
890,2059
891,2057
892,2053
893,2052
894,2051
895,2057
896,2055
897,2060
898,2055
899,2051
900,2056
901,2060
902,2053
903,2054
904,2056
905,2052
906,2055
907,2061
908,2058
909,2052
910,2048
911,2054
912,2049
913,2067
914,2057
915,2071
916,2057
917,2053
918,2052
919,2057
920,2081
921,2050
922,2061
923,2055
924,2060
925,2055
926,2054
927,2056
928,2052
929,2053
930,2048
931,2059
932,2053
933,2063
934,2053
935,2058
936,2064
937,2053
938,2054
939,2052
940,2058
941,2051
942,2057
943,2054
944,2062
945,2058
946,2056
947,2055
948,2053
949,2055
950,2060
951,2054
952,2057
953,2049
954,2055
955,2057
956,2052
957,2056
958,2055
959,2050
960,2055
961,2068
962,2057
963,2057
964,2054
965,2052
966,2052
967,2057
968,2058
969,2051
970,2052
971,2054
972,2063
973,2056
974,2066
975,2056
976,2052
977,2058
978,2054
979,2053
980,2052
981,2059
982,2054
983,2052
984,2056
985,2055
986,2054
987,2050
988,2055
989,2066
990,2059
991,2052
992,2049
993,2061
994,2054
995,2059
996,2051
997,2057
998,2053
999,2058
